Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,143420,-,-,-,39.53,-105.3,-7,2543,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2015,1,1,0,30,0,0,0,0,0,0,-19,0.866,1.5,70.17,-16,740.0
2015,1,1,1,30,0,0,0,0,0,0,-18,0.866,1.6,72.07000000000001,-16,740.0
2015,1,1,2,30,0,0,0,0,0,0,-18,0.866,1.5,68.99,-15,740.0
2015,1,1,3,30,0,0,0,0,0,0,-17,0.866,1.4000000000000001,67.04,-14,740.0
2015,1,1,4,30,0,0,0,0,0,0,-17,0.866,1.3,70.67,-14,740.0
2015,1,1,5,30,0,0,0,0,0,0,-17,0.866,1.3,71.68,-14,740.0
2015,1,1,6,30,0,0,0,0,0,0,-17,0.866,1.4000000000000001,77.13,-14,740.0
2015,1,1,7,30,0,0,0,0,0,0,-17,0.866,1.6,68.95,-13,740.0
2015,1,1,8,30,67,143,91,41,704,162,-16,0.866,1.9000000000000001,58.620000000000005,-10,740.0
2015,1,1,9,30,64,839,321,64,839,321,-14,0.866,1.9000000000000001,54.63,-8,740.0
2015,1,1,10,30,184,105,226,86,879,439,-12,0.866,1.9000000000000001,59.49,-6,740.0
2015,1,1,11,30,205,299,341,104,881,504,-12,0.866,2.3000000000000003,61.870000000000005,-6,740.0
2015,1,1,12,30,217,209,313,112,862,507,-12,0.866,2.9000000000000004,61.99,-7,740.0
2015,1,1,13,30,127,1,128,107,827,448,-12,0.866,3.1,65.45,-8,740.0
2015,1,1,14,30,101,0,101,90,755,334,-12,0.866,2.7,63.870000000000005,-8,740.0
2015,1,1,15,30,59,0,59,62,598,180,-12,0.866,2.2,68.32000000000001,-9,740.0
2015,1,1,16,30,8,0,8,19,171,25,-13,0.866,2.0,70.15,-10,740.0
2015,1,1,17,30,0,0,0,0,0,0,-14,0.866,2.0,70.67,-11,740.0
2015,1,1,18,30,0,0,0,0,0,0,-14,0.866,2.2,74.74,-12,740.0
2015,1,1,19,30,0,0,0,0,0,0,-14,0.866,2.2,73.85000000000001,-12,740.0
2015,1,1,20,30,0,0,0,0,0,0,-14,0.866,2.0,73.63,-12,740.0
2015,1,1,21,30,0,0,0,0,0,0,-14,0.866,1.8,78.47,-13,740.0
2015,1,1,22,30,0,0,0,0,0,0,-15,0.866,1.7000000000000002,84.42,-13,740.0
2015,1,1,23,30,0,0,0,0,0,0,-14,0.866,1.6,85.41,-14,740.0
2015,1,2,0,30,0,0,0,0,0,0,-14,0.866,1.6,85.78,-14,740.0
2015,1,2,1,30,0,0,0,0,0,0,-15,0.866,1.6,89.86,-15,740.0
2015,1,2,2,30,0,0,0,0,0,0,-16,0.866,1.6,91.74,-15,740.0
2015,1,2,3,30,0,0,0,0,0,0,-16,0.866,1.7000000000000002,86.58,-16,740.0
2015,1,2,4,30,0,0,0,0,0,0,-17,0.866,1.6,83.27,-16,740.0
2015,1,2,5,30,0,0,0,0,0,0,-17,0.866,1.6,80.61,-16,740.0
2015,1,2,6,30,0,0,0,0,0,0,-17,0.866,1.7000000000000002,79.26,-16,740.0
2015,1,2,7,30,0,0,0,0,0,0,-17,0.866,2.0,66.79,-14,740.0
2015,1,2,8,30,39,729,164,39,729,164,-16,0.866,2.8000000000000003,54.75,-10,740.0
2015,1,2,9,30,53,895,327,53,895,327,-12,0.866,3.0,55.14,-6,740.0
2015,1,2,10,30,60,967,450,60,967,450,-10,0.866,2.4000000000000004,57.25,-3,740.0
2015,1,2,11,30,63,999,518,63,999,518,-8,0.866,1.9000000000000001,55.1,-2,740.0
2015,1,2,12,30,62,1005,524,62,1005,524,-7,0.866,1.5,55.4,-1,740.0
2015,1,2,13,30,58,985,467,58,985,467,-7,0.866,1.2000000000000002,57.45,-1,730.0
2015,1,2,14,30,50,932,354,50,932,354,-7,0.866,0.9,61.89,-1,730.0
2015,1,2,15,30,37,808,197,37,808,197,-6,0.866,0.5,76.71000000000001,-3,730.0
2015,1,2,16,30,14,434,31,14,434,31,-10,0.866,0.4,72.60000000000001,-6,730.0
2015,1,2,17,30,0,0,0,0,0,0,-12,0.866,0.8,74.98,-9,730.0
2015,1,2,18,30,0,0,0,0,0,0,-13,0.866,1.5,74.14,-11,730.0
2015,1,2,19,30,0,0,0,0,0,0,-14,0.866,2.0,75.24,-12,730.0
2015,1,2,20,30,0,0,0,0,0,0,-15,0.866,2.2,71.42,-12,730.0
2015,1,2,21,30,0,0,0,0,0,0,-15,0.866,2.2,68.67,-12,730.0
2015,1,2,22,30,0,0,0,0,0,0,-15,0.866,2.2,72.48,-12,730.0
2015,1,2,23,30,0,0,0,0,0,0,-16,0.866,2.2,66.52,-12,730.0
2015,1,3,0,30,0,0,0,0,0,0,-15,0.866,2.1,67.88,-12,730.0
2015,1,3,1,30,0,0,0,0,0,0,-15,0.866,2.1,69.02,-12,730.0
2015,1,3,2,30,0,0,0,0,0,0,-15,0.866,2.2,69.52,-12,730.0
2015,1,3,3,30,0,0,0,0,0,0,-15,0.866,2.2,65.41,-11,730.0
2015,1,3,4,30,0,0,0,0,0,0,-14,0.866,2.4000000000000004,64.52,-10,730.0
2015,1,3,5,30,0,0,0,0,0,0,-13,0.866,2.5,67.43,-10,730.0
2015,1,3,6,30,0,0,0,0,0,0,-13,0.866,2.6,68.91,-9,730.0
2015,1,3,7,30,0,0,0,0,0,0,-12,0.866,2.4000000000000004,63.07,-7,730.0
2015,1,3,8,30,68,146,93,39,703,160,-10,0.866,2.0,66.22,-5,730.0
2015,1,3,9,30,109,418,237,59,847,319,-8,0.866,2.0,66.92,-4,730.0
2015,1,3,10,30,161,399,322,72,913,441,-7,0.866,2.6,71.09,-4,730.0
2015,1,3,11,30,145,580,410,86,925,508,-6,0.866,3.5,74.10000000000001,-4,730.0
2015,1,3,12,30,46,0,46,90,923,515,-6,0.866,4.3,74.86,-4,730.0
2015,1,3,13,30,71,0,71,85,898,460,-7,0.866,5.0,78.24,-5,730.0
2015,1,3,14,30,143,93,174,82,800,345,-8,0.866,5.1000000000000005,84.45,-6,740.0
2015,1,3,15,30,15,0,15,63,616,187,-9,0.866,4.4,87.83,-8,740.0
2015,1,3,16,30,20,214,30,20,214,30,-11,0.866,3.1,88.07000000000001,-11,740.0
2015,1,3,17,30,0,0,0,0,0,0,-13,0.866,2.3000000000000003,82.12,-12,740.0
2015,1,3,18,30,0,0,0,0,0,0,-14,0.866,1.7000000000000002,80.57000000000001,-13,740.0
2015,1,3,19,30,0,0,0,0,0,0,-15,0.866,1.2000000000000002,80.88,-14,740.0
2015,1,3,20,30,0,0,0,0,0,0,-16,0.866,0.7000000000000001,82.39,-15,740.0
2015,1,3,21,30,0,0,0,0,0,0,-16,0.866,0.4,78.77,-15,740.0
2015,1,3,22,30,0,0,0,0,0,0,-17,0.866,0.7000000000000001,81.47,-15,740.0
2015,1,3,23,30,0,0,0,0,0,0,-18,0.866,1.4000000000000001,76.92,-16,740.0
2015,1,4,0,30,0,0,0,0,0,0,-18,0.866,2.0,74.03,-16,740.0
2015,1,4,1,30,0,0,0,0,0,0,-18,0.866,2.2,68.45,-15,740.0
2015,1,4,2,30,0,0,0,0,0,0,-18,0.866,2.2,69.47,-15,740.0
2015,1,4,3,30,0,0,0,0,0,0,-18,0.866,2.2,69.60000000000001,-15,740.0
2015,1,4,4,30,0,0,0,0,0,0,-18,0.866,2.2,69.06,-15,740.0
2015,1,4,5,30,0,0,0,0,0,0,-18,0.866,2.0,63.480000000000004,-14,740.0
2015,1,4,6,30,0,0,0,0,0,0,-18,0.866,1.8,64.27,-14,740.0
2015,1,4,7,30,0,0,0,0,0,0,-18,0.866,2.1,60.36,-12,740.0
2015,1,4,8,30,43,534,135,34,755,164,-16,0.866,2.6,56.25,-9,740.0
2015,1,4,9,30,120,333,222,49,902,326,-13,0.866,2.7,54.76,-6,740.0
2015,1,4,10,30,167,39,183,57,967,448,-11,0.866,2.8000000000000003,54.11,-4,740.0
2015,1,4,11,30,218,169,296,61,993,516,-10,0.866,3.2,52.81,-3,740.0
2015,1,4,12,30,62,993,521,62,993,521,-9,0.866,3.5,58.120000000000005,-2,740.0
2015,1,4,13,30,59,968,465,59,968,465,-8,0.866,3.4000000000000004,60.54,-2,740.0
2015,1,4,14,30,119,424,260,52,909,353,-8,0.866,2.8000000000000003,61.88,-3,740.0
2015,1,4,15,30,39,779,198,39,779,198,-8,0.866,2.3000000000000003,72.85000000000001,-4,740.0
2015,1,4,16,30,34,0,34,16,407,34,-9,0.866,2.2,69.0,-5,740.0
2015,1,4,17,30,0,0,0,0,0,0,-10,0.866,2.0,68.08,-6,740.0
2015,1,4,18,30,0,0,0,0,0,0,-11,0.866,1.7000000000000002,66.16,-7,740.0
2015,1,4,19,30,0,0,0,0,0,0,-11,0.866,1.4000000000000001,64.93,-7,750.0
2015,1,4,20,30,0,0,0,0,0,0,-11,0.866,1.4000000000000001,69.0,-7,750.0
2015,1,4,21,30,0,0,0,0,0,0,-11,0.866,1.7000000000000002,67.83,-8,740.0
2015,1,4,22,30,0,0,0,0,0,0,-12,0.866,2.0,72.65,-8,740.0
2015,1,4,23,30,0,0,0,0,0,0,-11,0.866,2.1,73.45,-8,740.0
2015,1,5,0,30,0,0,0,0,0,0,-11,0.866,2.0,73.74,-8,740.0
2015,1,5,1,30,0,0,0,0,0,0,-11,0.866,2.0,68.53,-8,740.0
2015,1,5,2,30,0,0,0,0,0,0,-11,0.866,2.0,69.35000000000001,-8,740.0
2015,1,5,3,30,0,0,0,0,0,0,-11,0.866,2.0,70.21000000000001,-8,740.0
2015,1,5,4,30,0,0,0,0,0,0,-11,0.866,2.1,66.73,-7,740.0
2015,1,5,5,30,0,0,0,0,0,0,-10,0.866,2.5,69.42,-6,740.0
2015,1,5,6,30,0,0,0,0,0,0,-10,0.866,3.2,67.58,-5,740.0
2015,1,5,7,30,0,0,0,0,0,0,-9,0.866,3.8000000000000003,62.83,-4,740.0
2015,1,5,8,30,67,118,88,31,743,159,-7,0.866,4.5,62.53,-2,740.0
2015,1,5,9,30,132,204,195,41,896,317,-5,0.866,5.7,68.64,0,740.0
2015,1,5,10,30,179,285,294,48,962,438,-3,0.866,7.0,70.39,1,740.0
2015,1,5,11,30,219,189,306,52,989,506,-3,0.866,7.7,69.06,2,740.0
2015,1,5,12,30,220,225,325,53,989,513,-2,0.866,7.800000000000001,66.56,2,740.0
2015,1,5,13,30,143,8,146,51,966,458,-2,0.866,7.5,73.19,2,740.0
2015,1,5,14,30,142,68,165,46,909,349,-2,0.866,7.1000000000000005,73.82000000000001,1,740.0
2015,1,5,15,30,80,42,88,35,784,196,-2,0.866,6.4,78.95,0,740.0
2015,1,5,16,30,16,0,16,15,432,36,-2,0.866,5.4,83.14,0,740.0
2015,1,5,17,30,0,0,0,0,0,0,-2,0.866,4.6000000000000005,81.67,0,740.0
2015,1,5,18,30,0,0,0,0,0,0,-2,0.866,3.7,80.60000000000001,0,740.0
2015,1,5,19,30,0,0,0,0,0,0,-3,0.866,2.6,79.45,0,740.0
2015,1,5,20,30,0,0,0,0,0,0,-3,0.866,1.8,78.21000000000001,0,750.0
2015,1,5,21,30,0,0,0,0,0,0,-3,0.866,1.4000000000000001,76.35000000000001,0,750.0
2015,1,5,22,30,0,0,0,0,0,0,-3,0.866,1.3,75.25,0,750.0
2015,1,5,23,30,0,0,0,0,0,0,-4,0.866,1.4000000000000001,72.49,-1,750.0
2015,1,6,0,30,0,0,0,0,0,0,-4,0.866,1.7000000000000002,75.98,-1,750.0
2015,1,6,1,30,0,0,0,0,0,0,-4,0.866,2.0,75.39,-1,750.0
2015,1,6,2,30,0,0,0,0,0,0,-4,0.866,2.2,75.24,-2,750.0
2015,1,6,3,30,0,0,0,0,0,0,-4,0.866,2.4000000000000004,75.2,-2,750.0
2015,1,6,4,30,0,0,0,0,0,0,-4,0.866,2.6,80.35000000000001,-2,750.0
2015,1,6,5,30,0,0,0,0,0,0,-4,0.866,2.6,80.16,-2,750.0
2015,1,6,6,30,0,0,0,0,0,0,-4,0.866,2.6,74.77,-2,750.0
2015,1,6,7,30,0,0,0,0,0,0,-4,0.866,2.8000000000000003,70.55,-1,750.0
2015,1,6,8,30,25,0,25,33,730,160,-3,0.866,3.1,72.71000000000001,0,750.0
2015,1,6,9,30,76,632,271,46,883,319,-1,0.866,3.3000000000000003,70.19,2,750.0
2015,1,6,10,30,147,479,342,54,947,440,0,0.866,3.3000000000000003,65.75,4,750.0
2015,1,6,11,30,64,964,508,64,964,508,0,0.866,3.3000000000000003,64.11,5,750.0
2015,1,6,12,30,63,968,515,63,968,515,0,0.866,3.3000000000000003,64.62,5,750.0
2015,1,6,13,30,144,527,367,60,945,461,0,0.866,2.9000000000000004,69.64,4,750.0
2015,1,6,14,30,148,182,209,52,888,351,0,0.866,2.3000000000000003,77.32000000000001,3,750.0
2015,1,6,15,30,78,20,82,40,761,198,0,0.866,1.9000000000000001,91.81,1,750.0
2015,1,6,16,30,15,0,15,17,406,37,-1,0.866,2.0,88.11,0,750.0
2015,1,6,17,30,0,0,0,0,0,0,-2,0.866,2.3000000000000003,82.04,-1,750.0
2015,1,6,18,30,0,0,0,0,0,0,-3,0.866,2.7,85.13,-1,750.0
2015,1,6,19,30,0,0,0,0,0,0,-3,0.866,3.0,82.33,-1,750.0
2015,1,6,20,30,0,0,0,0,0,0,-4,0.866,2.8000000000000003,79.41,-1,750.0
2015,1,6,21,30,0,0,0,0,0,0,-4,0.866,2.3000000000000003,76.52,-2,750.0
2015,1,6,22,30,0,0,0,0,0,0,-4,0.866,1.5,80.18,-3,750.0
2015,1,6,23,30,0,0,0,0,0,0,-5,0.866,1.5,84.48,-4,750.0
2015,1,7,0,30,0,0,0,0,0,0,-5,0.866,1.8,87.47,-4,750.0
2015,1,7,1,30,0,0,0,0,0,0,-6,0.866,1.4000000000000001,81.88,-5,750.0
2015,1,7,2,30,0,0,0,0,0,0,-7,0.866,1.0,84.16,-6,750.0
2015,1,7,3,30,0,0,0,0,0,0,-7,0.866,0.9,87.99,-6,750.0
2015,1,7,4,30,0,0,0,0,0,0,-8,0.866,0.9,85.61,-7,750.0
2015,1,7,5,30,0,0,0,0,0,0,-8,0.866,1.0,82.12,-7,750.0
2015,1,7,6,30,0,0,0,0,0,0,-9,0.866,1.2000000000000002,84.59,-7,750.0
2015,1,7,7,30,0,0,0,0,0,0,-10,0.866,1.4000000000000001,77.98,-7,750.0
2015,1,7,8,30,54,392,122,42,680,160,-10,0.866,1.5,66.2,-6,760.0
2015,1,7,9,30,119,340,225,59,854,324,-9,0.866,1.3,62.58,-4,760.0
2015,1,7,10,30,126,567,358,67,936,449,-8,0.866,1.0,62.870000000000005,-2,750.0
2015,1,7,11,30,70,970,519,70,970,519,-6,0.866,0.9,59.38,0,750.0
2015,1,7,12,30,69,978,527,69,978,527,-6,0.866,0.9,62.89,0,750.0
2015,1,7,13,30,64,959,473,64,959,473,-5,0.866,0.9,60.76,1,750.0
2015,1,7,14,30,55,908,362,55,908,362,-5,0.866,0.9,62.660000000000004,0,750.0
2015,1,7,15,30,41,788,207,41,788,207,-4,0.866,1.0,70.43,-1,750.0
2015,1,7,16,30,17,443,41,17,443,41,-5,0.866,1.2000000000000002,74.17,-3,750.0
2015,1,7,17,30,0,0,0,0,0,0,-7,0.866,1.8,77.15,-5,750.0
2015,1,7,18,30,0,0,0,0,0,0,-7,0.866,2.6,75.31,-4,750.0
2015,1,7,19,30,0,0,0,0,0,0,-8,0.866,3.1,67.99,-4,750.0
2015,1,7,20,30,0,0,0,0,0,0,-8,0.866,3.1,64.1,-4,750.0
2015,1,7,21,30,0,0,0,0,0,0,-9,0.866,3.1,56.33,-3,750.0
2015,1,7,22,30,0,0,0,0,0,0,-9,0.866,3.4000000000000004,55.13,-2,750.0
2015,1,7,23,30,0,0,0,0,0,0,-9,0.866,3.9000000000000004,52.43,-2,740.0
2015,1,8,0,30,0,0,0,0,0,0,-8,0.866,4.4,52.230000000000004,-1,740.0
2015,1,8,1,30,0,0,0,0,0,0,-7,0.866,4.800000000000001,55.95,-1,740.0
2015,1,8,2,30,0,0,0,0,0,0,-7,0.866,4.800000000000001,58.79,-1,740.0
2015,1,8,3,30,0,0,0,0,0,0,-6,0.866,4.5,59.94,-1,740.0
2015,1,8,4,30,0,0,0,0,0,0,-6,0.866,4.2,59.81,-1,740.0
2015,1,8,5,30,0,0,0,0,0,0,-6,0.866,4.0,64.07000000000001,-1,740.0
2015,1,8,6,30,0,0,0,0,0,0,-6,0.866,4.1000000000000005,64.03,-1,740.0
2015,1,8,7,30,0,0,0,0,0,0,-6,0.866,4.4,60.01,0,740.0
2015,1,8,8,30,33,764,167,33,764,167,-5,0.866,4.3,59.84,0,740.0
2015,1,8,9,30,46,915,330,46,915,330,-4,0.866,3.4000000000000004,57.64,2,740.0
2015,1,8,10,30,55,975,454,55,975,454,-3,0.866,2.6,58.31,4,740.0
2015,1,8,11,30,62,997,524,62,997,524,-2,0.866,2.4000000000000004,56.25,5,740.0
2015,1,8,12,30,62,999,532,62,999,532,-2,0.866,2.3000000000000003,58.04,5,740.0
2015,1,8,13,30,59,978,478,59,978,478,-2,0.866,2.3000000000000003,64.13,4,740.0
2015,1,8,14,30,52,925,368,52,925,368,-1,0.866,2.0,70.38,2,740.0
2015,1,8,15,30,41,800,212,41,800,212,-1,0.866,1.7000000000000002,90.25,0,740.0
2015,1,8,16,30,18,442,43,18,442,43,-3,0.866,1.7000000000000002,91.44,-2,740.0
2015,1,8,17,30,0,0,0,0,0,0,-4,0.866,1.5,94.56,-4,740.0
2015,1,8,18,30,0,0,0,0,0,0,-5,0.866,1.3,92.06,-5,740.0
2015,1,8,19,30,0,0,0,0,0,0,-5,0.866,1.4000000000000001,96.08,-6,740.0
2015,1,8,20,30,0,0,0,0,0,0,-6,0.866,1.8,97.84,-6,740.0
2015,1,8,21,30,0,0,0,0,0,0,-7,0.866,2.1,96.94,-7,740.0
2015,1,8,22,30,0,0,0,0,0,0,-8,0.866,2.4000000000000004,94.23,-8,740.0
2015,1,8,23,30,0,0,0,0,0,0,-10,0.866,2.5,91.86,-9,750.0
2015,1,9,0,30,0,0,0,0,0,0,-11,0.866,2.3000000000000003,84.5,-10,750.0
2015,1,9,1,30,0,0,0,0,0,0,-11,0.866,1.9000000000000001,86.89,-10,750.0
2015,1,9,2,30,0,0,0,0,0,0,-12,0.866,1.4000000000000001,84.03,-11,750.0
2015,1,9,3,30,0,0,0,0,0,0,-12,0.866,1.2000000000000002,82.39,-11,740.0
2015,1,9,4,30,0,0,0,0,0,0,-12,0.866,1.4000000000000001,81.68,-10,740.0
2015,1,9,5,30,0,0,0,0,0,0,-12,0.866,1.5,82.45,-10,740.0
2015,1,9,6,30,0,0,0,0,0,0,-12,0.866,1.5,75.99,-10,740.0
2015,1,9,7,30,0,0,0,0,0,0,-12,0.866,1.8,71.05,-8,740.0
2015,1,9,8,30,40,720,166,40,720,166,-11,0.866,1.6,62.78,-5,740.0
2015,1,9,9,30,56,885,332,56,885,332,-8,0.866,0.8,57.14,-2,740.0
2015,1,9,10,30,111,640,374,66,956,459,-6,0.866,0.9,59.58,0,740.0
2015,1,9,11,30,104,754,456,75,972,528,-6,0.866,1.4000000000000001,58.61,0,740.0
2015,1,9,12,30,77,972,536,77,972,536,-5,0.866,1.5,60.92,1,740.0
2015,1,9,13,30,72,949,481,72,949,481,-5,0.866,1.4000000000000001,62.56,1,740.0
2015,1,9,14,30,64,887,369,64,887,369,-5,0.866,1.2000000000000002,68.46000000000001,0,740.0
2015,1,9,15,30,47,762,213,47,762,213,-4,0.866,0.9,76.79,-1,740.0
2015,1,9,16,30,20,414,45,20,414,45,-5,0.866,1.0,81.26,-3,740.0
2015,1,9,17,30,0,0,0,0,0,0,-6,0.866,1.3,81.54,-4,740.0
2015,1,9,18,30,0,0,0,0,0,0,-7,0.866,1.8,79.29,-5,740.0
2015,1,9,19,30,0,0,0,0,0,0,-7,0.866,2.4000000000000004,77.36,-5,740.0
2015,1,9,20,30,0,0,0,0,0,0,-7,0.866,3.0,75.26,-5,740.0
2015,1,9,21,30,0,0,0,0,0,0,-8,0.866,3.3000000000000003,73.22,-5,740.0
2015,1,9,22,30,0,0,0,0,0,0,-8,0.866,3.5,71.67,-5,740.0
2015,1,9,23,30,0,0,0,0,0,0,-8,0.866,3.7,70.59,-5,740.0
2015,1,10,0,30,0,0,0,0,0,0,-8,0.866,3.8000000000000003,70.34,-5,740.0
2015,1,10,1,30,0,0,0,0,0,0,-8,0.866,3.8000000000000003,66.61,-4,740.0
2015,1,10,2,30,0,0,0,0,0,0,-7,0.866,3.6,69.74,-3,740.0
2015,1,10,3,30,0,0,0,0,0,0,-7,0.866,3.4000000000000004,68.46000000000001,-3,740.0
2015,1,10,4,30,0,0,0,0,0,0,-6,0.866,3.2,70.97,-3,740.0
2015,1,10,5,30,0,0,0,0,0,0,-6,0.866,3.2,72.25,-3,740.0
2015,1,10,6,30,0,0,0,0,0,0,-6,0.866,3.1,72.65,-3,740.0
2015,1,10,7,30,0,0,0,0,0,0,-6,0.866,3.0,67.41,-2,740.0
2015,1,10,8,30,69,101,87,43,697,166,-5,0.866,3.2,65.87,0,740.0
2015,1,10,9,30,106,457,249,63,860,332,-4,0.866,3.6,62.940000000000005,1,740.0
2015,1,10,10,30,77,791,404,74,933,459,-3,0.866,3.7,57.82,3,740.0
2015,1,10,11,30,106,751,458,79,964,530,-3,0.866,3.3000000000000003,54.28,4,740.0
2015,1,10,12,30,79,966,538,79,966,538,-3,0.866,2.8000000000000003,53.54,5,740.0
2015,1,10,13,30,74,942,483,74,942,483,-3,0.866,2.1,53.550000000000004,4,740.0
2015,1,10,14,30,62,891,372,62,891,372,-2,0.866,1.2000000000000002,64.74,3,740.0
2015,1,10,15,30,48,760,215,48,760,215,-2,0.866,0.6000000000000001,79.16,1,740.0
2015,1,10,16,30,21,403,46,21,403,46,-4,0.866,0.4,72.15,-1,740.0
2015,1,10,17,30,0,0,0,0,0,0,-5,0.866,0.6000000000000001,76.28,-3,740.0
2015,1,10,18,30,0,0,0,0,0,0,-6,0.866,1.2000000000000002,78.33,-4,740.0
2015,1,10,19,30,0,0,0,0,0,0,-6,0.866,1.5,81.14,-5,740.0
2015,1,10,20,30,0,0,0,0,0,0,-7,0.866,1.8,78.12,-5,740.0
2015,1,10,21,30,0,0,0,0,0,0,-7,0.866,2.0,75.34,-5,740.0
2015,1,10,22,30,0,0,0,0,0,0,-7,0.866,2.2,73.73,-5,740.0
2015,1,10,23,30,0,0,0,0,0,0,-8,0.866,2.3000000000000003,72.69,-5,740.0
2015,1,11,0,30,0,0,0,0,0,0,-8,0.866,2.3000000000000003,71.79,-5,740.0
2015,1,11,1,30,0,0,0,0,0,0,-8,0.866,2.1,76.81,-5,740.0
2015,1,11,2,30,0,0,0,0,0,0,-8,0.866,1.9000000000000001,76.7,-6,740.0
2015,1,11,3,30,0,0,0,0,0,0,-8,0.866,1.8,76.73,-5,740.0
2015,1,11,4,30,0,0,0,0,0,0,-8,0.866,1.7000000000000002,71.49,-5,740.0
2015,1,11,5,30,0,0,0,0,0,0,-8,0.866,1.7000000000000002,67.39,-4,740.0
2015,1,11,6,30,0,0,0,0,0,0,-7,0.866,1.6,70.43,-3,740.0
2015,1,11,7,30,0,0,0,0,0,0,-6,0.866,1.5,69.19,-2,740.0
2015,1,11,8,30,31,0,31,48,624,158,-5,0.866,1.6,67.97,0,740.0
2015,1,11,9,30,56,0,56,70,793,320,-3,0.866,1.5,76.12,0,740.0
2015,1,11,10,30,189,236,287,85,867,444,-2,0.866,1.7000000000000002,75.13,1,740.0
2015,1,11,11,30,134,649,439,101,876,513,-2,0.866,2.2,74.19,1,740.0
2015,1,11,12,30,109,0,109,110,860,521,-1,0.866,2.3000000000000003,75.46000000000001,1,740.0
2015,1,11,13,30,164,471,370,107,825,467,-2,0.866,2.2,79.93,0,740.0
2015,1,11,14,30,132,403,273,99,735,356,-2,0.866,1.9000000000000001,84.01,0,740.0
2015,1,11,15,30,87,41,96,72,585,203,-2,0.866,1.4000000000000001,84.72,-1,740.0
2015,1,11,16,30,17,0,17,28,232,43,-3,0.866,0.9,90.82000000000001,-3,740.0
2015,1,11,17,30,0,0,0,0,0,0,-4,0.866,0.7000000000000001,91.81,-4,740.0
2015,1,11,18,30,0,0,0,0,0,0,-4,0.866,0.6000000000000001,88.89,-4,740.0
2015,1,11,19,30,0,0,0,0,0,0,-4,0.866,0.6000000000000001,93.24,-5,740.0
2015,1,11,20,30,0,0,0,0,0,0,-5,0.866,0.7000000000000001,91.36,-5,740.0
2015,1,11,21,30,0,0,0,0,0,0,-5,0.866,0.7000000000000001,95.4,-5,740.0
2015,1,11,22,30,0,0,0,0,0,0,-6,0.866,0.8,91.31,-6,740.0
2015,1,11,23,30,0,0,0,0,0,0,-6,0.866,0.9,93.37,-7,740.0
2015,1,12,0,30,0,0,0,0,0,0,-7,0.866,0.9,95.93,-8,740.0
2015,1,12,1,30,0,0,0,0,0,0,-8,0.866,0.8,92.54,-8,740.0
2015,1,12,2,30,0,0,0,0,0,0,-8,0.866,0.7000000000000001,89.65,-8,740.0
2015,1,12,3,30,0,0,0,0,0,0,-8,0.866,0.7000000000000001,86.66,-8,740.0
2015,1,12,4,30,0,0,0,0,0,0,-9,0.866,0.6000000000000001,84.23,-8,740.0
2015,1,12,5,30,0,0,0,0,0,0,-9,0.866,0.5,82.23,-8,740.0
2015,1,12,6,30,0,0,0,0,0,0,-9,0.866,0.4,80.46000000000001,-8,740.0
2015,1,12,7,30,0,0,0,0,0,0,-9,0.866,0.4,73.68,-7,740.0
2015,1,12,8,30,70,108,89,58,546,156,-9,0.866,0.30000000000000004,70.10000000000001,-5,750.0
2015,1,12,9,30,120,366,235,86,737,319,-8,0.866,0.5,68.35000000000001,-3,750.0
2015,1,12,10,30,113,638,379,101,830,446,-6,0.866,1.2000000000000002,64.78,-1,740.0
2015,1,12,11,30,141,620,434,106,876,520,-6,0.866,1.7000000000000002,63.4,0,740.0
2015,1,12,12,30,127,691,459,101,896,532,-5,0.866,2.1,64.81,0,740.0
2015,1,12,13,30,110,691,414,91,886,480,-5,0.866,2.1,65.13,0,740.0
2015,1,12,14,30,121,477,290,77,832,371,-5,0.866,1.8,64.53,0,740.0
2015,1,12,15,30,58,697,215,58,697,215,-5,0.866,1.4000000000000001,68.93,-2,740.0
2015,1,12,16,30,25,345,49,25,345,49,-6,0.866,1.1,81.18,-5,740.0
2015,1,12,17,30,0,0,0,0,0,0,-7,0.866,1.0,81.23,-6,740.0
